NUMBER,NAME,TYPE1,TYPE2,ABIILITY1,ABILITY2,HIDDEN_ABILITY,WEIGHT_KG,CATCH_RATE,BASE_HAPPINESS,HP,ATK,DEF,SPATK,SPDEF,SPD,EXP_CURVE,BASE_EXP,HP EV,ATK EV,DEF EV,SPATK EV,SPDEF EV,SPD EV
170,CHINCHOU,WATER,ELECTRIC,ILLUMINATE,WATER ABSORB,VOLT ABSORB,12,190,70,75,38,38,56,56,67,SLOW,66,1,0,0,0,0,0
171,LANTURN,WATER,ELECTRIC,ILLUMINATE,WATER ABSORB,VOLT ABSORB,22.5,75,70,125,58,58,76,76,67,SLOW,161,2,0,0,0,0,0
172,PICHU,ELECTRIC,,LIGHTNINGROD,,STATIC,2,190,70,20,40,15,35,35,60,MEDIUM_FAST,41,0,0,0,0,0,1
173,CLEFFA,NORMAL,,CUTE CHARM,MAGIC GUARD,FRIEND GUARD,3,150,140,50,25,28,45,55,15,FAST,44,0,0,0,0,1,0
174,IGGLYBUFF,NORMAL,,CUTE CHARM,,FRIEND GUARD,1,170,70,90,30,15,40,20,15,FAST,42,1,0,0,0,0,0
175,TOGEPI,NORMAL,,HUSTLE,SUPER LUCK,SERENE GRACE,1.5,190,70,35,20,65,40,65,20,FAST,49,0,0,0,0,1,0
176,TOGETIC,NORMAL,FLYING,HUSTLE,SUPER LUCK,SERENE GRACE,3.2,75,70,55,40,85,80,105,40,FAST,142,0,0,0,0,2,0
177,NATU,PSYCHIC,FLYING,EARLY BIRD,SYNCHRONIZE,MAGIC BOUNCE,2,190,70,40,50,45,70,45,70,MEDIUM_FAST,64,0,0,0,1,0,0
178,XATU,PSYCHIC,FLYING,EARLY BIRD,SYNCHRONIZE,MAGIC BOUNCE,15,75,70,65,75,70,95,70,95,MEDIUM_FAST,165,0,0,0,1,0,1
179,MAREEP,ELECTRIC,,PLUS,,STATIC,7.8,235,70,55,40,40,65,45,35,MEDIUM_SLOW,56,0,0,0,1,0,0
180,FLAAFFY,ELECTRIC,,PLUS,,STATIC,13.3,120,70,70,55,55,80,60,45,MEDIUM_SLOW,128,0,0,0,2,0,0
181,AMPHAROS,ELECTRIC,,PLUS,,STATIC,61.5,45,70,90,75,75,115,90,55,MEDIUM_SLOW,225,0,0,0,3,0,0
182,BELLOSSOM,GRASS,,CHLOROPHYLL,,HEALER,5.8,45,70,75,80,85,90,100,50,MEDIUM_SLOW,216,0,0,0,0,3,0
183,MARILL,WATER,,HUGE POWER,THICK FAT,SAP SIPPER,8.5,190,70,70,20,50,20,50,40,FAST,88,2,0,0,0,0,0
184,AZUMARILL,WATER,,HUGE POWER,THICK FAT,SAP SIPPER,28.5,75,70,100,50,80,50,80,50,FAST,185,3,0,0,0,0,0
185,SUDOWOODO,ROCK,,RATTLED,STURDY,ROCK HEAD,38,65,70,70,100,115,30,65,30,MEDIUM_FAST,144,0,0,2,0,0,0
186,POLITOED,WATER,,DAMP,WATER ABSORB,DRIZZLE,33.9,45,70,90,75,75,90,100,70,MEDIUM_SLOW,225,0,0,0,0,3,0
187,HOPPIP,GRASS,FLYING,CHLOROPHYLL,LEAF GUARD,INFILTRATOR,0.5,255,70,35,35,40,35,55,50,MEDIUM_SLOW,50,0,0,0,0,1,0
188,SKIPLOOM,GRASS,FLYING,CHLOROPHYLL,LEAF GUARD,INFILTRATOR,1,120,70,55,45,50,45,65,80,MEDIUM_SLOW,119,0,0,0,0,0,2
189,JUMPLUFF,GRASS,FLYING,CHLOROPHYLL,LEAF GUARD,INFILTRATOR,3,45,70,75,55,70,55,85,110,MEDIUM_SLOW,203,0,0,0,0,0,3
190,AIPOM,NORMAL,,PICKUP,SKILL LINK,RUN AWAY,11.5,45,70,55,70,55,40,55,85,FAST,72,0,0,0,0,0,1
191,SUNKERN,GRASS,,CHLOROPHYLL,SOLAR POWER,EARLY BIRD,1.8,235,70,30,30,30,30,30,30,MEDIUM_SLOW,36,0,0,0,1,0,0
192,SUNFLORA,GRASS,,CHLOROPHYLL,SOLAR POWER,EARLY BIRD,8.5,120,70,75,75,55,105,85,30,MEDIUM_SLOW,149,0,0,0,2,0,0
193,YANMA,BUG,FLYING,COMPOUND EYES,SPEED BOOST,FRISK,38,75,70,65,65,45,75,45,95,MEDIUM_FAST,78,0,0,0,0,0,1
194,WOOPER,WATER,GROUND,DAMP,WATER ABSORB,UNAWARE,8.5,255,70,55,45,45,25,25,15,MEDIUM_FAST,42,1,0,0,0,0,0
195,QUAGSIRE,WATER,GROUND,DAMP,WATER ABSORB,UNAWARE,75,90,70,95,85,85,65,65,35,MEDIUM_FAST,151,2,0,0,0,0,0
196,ESPEON,PSYCHIC,,MAGIC BOUNCE,,SYNCHRONIZE,26.5,45,70,65,65,60,130,95,110,MEDIUM_FAST,184,0,0,0,2,0,0
197,UMBREON,DARK,,INNER FOCUS,,SYNCHRONIZE,27,45,35,95,65,110,60,130,65,MEDIUM_FAST,184,0,0,0,0,2,0
198,MURKROW,DARK,FLYING,INSOMNIA,SUPER LUCK,PRANKSTER,2.1,30,35,60,85,42,85,42,91,MEDIUM_SLOW,81,0,0,0,0,0,1
199,SLOWKING,WATER,PSYCHIC,OBLIVIOUS,REGENERATOR,OWN TEMPO,79.5,70,70,95,75,80,100,110,30,MEDIUM_FAST,172,0,0,0,0,3,0
200,MISDREAVUS,GHOST,,LEVITATE,,,1,45,35,60,60,60,85,85,85,FAST,87,0,0,0,0,1,0
201,UNOWN,PSYCHIC,,LEVITATE,,,5,225,70,48,72,48,72,48,48,MEDIUM_FAST,118,0,1,0,1,0,0
202,WOBBUFFET,PSYCHIC,,SHADOW TAG,,TELEPATHY,28.5,45,70,190,33,58,33,58,33,MEDIUM_FAST,142,2,0,0,0,0,0
203,GIRAFARIG,NORMAL,PSYCHIC,EARLY BIRD,SAP SIPPER,INNER FOCUS,41.5,60,70,70,80,65,90,65,85,MEDIUM_FAST,159,0,0,0,2,0,0
204,PINECO,BUG,,OVERCOAT,,STURDY,7.2,190,70,50,65,90,35,35,15,MEDIUM_FAST,58,0,0,1,0,0,0
205,FORRETRESS,BUG,STEEL,OVERCOAT,,STURDY,125.8,75,70,75,90,140,60,60,40,MEDIUM_FAST,163,0,0,2,0,0,0
206,DUNSPARCE,NORMAL,,RATTLED,SERENE GRACE,RUN AWAY,14,190,70,100,70,70,65,65,45,MEDIUM_FAST,145,1,0,0,0,0,0
207,GLIGAR,GROUND,FLYING,HYPER CUTTER,SAND VEIL,IMMUNITY,64.8,60,70,65,75,105,35,65,85,MEDIUM_SLOW,86,0,0,1,0,0,0
208,STEELIX,STEEL,GROUND,ROCK HEAD,STURDY,SHEER FORCE,400,25,70,75,85,200,55,65,30,MEDIUM_FAST,179,0,0,2,0,0,0
209,SNUBBULL,NORMAL,,INTIMIDATE,RUN AWAY,RATTLED,7.8,190,70,60,80,50,40,40,30,FAST,60,0,1,0,0,0,0
210,GRANBULL,NORMAL,,INTIMIDATE,RATTLED,QUICK FEET,48.7,75,70,90,120,75,60,60,45,FAST,158,0,2,0,0,0,0
211,QWILFISH,WATER,POISON,INTIMIDATE,SWIFT SWIM,POISON POINT,3.9,45,70,65,95,75,55,55,85,MEDIUM_FAST,86,0,1,0,0,0,0
212,SCIZOR,BUG,STEEL,LIGHT METAL,TECHNICIAN,SWARM,118,25,70,70,130,100,55,80,65,MEDIUM_FAST,175,0,2,0,0,0,0
213,SHUCKLE,BUG,ROCK,CONTRARY,STURDY,GLUTTONY,20.5,190,70,20,10,230,10,230,5,MEDIUM_SLOW,177,0,0,1,0,1,0
214,HERACROSS,BUG,FIGHTING,GUTS,SWARM,MOXIE,54,45,70,80,125,75,40,95,85,SLOW,175,0,2,0,0,0,0
215,SNEASEL,DARK,ICE,INNER FOCUS,PICKPOCKET,KEEN EYE,28,60,35,55,95,55,35,75,115,MEDIUM_SLOW,86,0,0,0,0,0,1
216,TEDDIURSA,NORMAL,,HONEY GATHER,QUICK FEET,PICKUP,8.8,120,70,60,80,50,50,50,40,MEDIUM_FAST,66,0,1,0,0,0,0
217,URSARING,NORMAL,,GUTS,UNNERVE,QUICK FEET,125.8,60,70,90,130,75,75,75,55,MEDIUM_FAST,175,0,2,0,0,0,0
218,SLUGMA,FIRE,,FLAME BODY,WEAK ARMOR,MAGMA ARMOR,35,190,70,40,40,40,70,40,20,MEDIUM_FAST,50,0,0,0,1,0,0
219,MAGCARGO,FIRE,ROCK,FLAME BODY,WEAK ARMOR,MAGMA ARMOR,55,75,70,50,50,120,80,80,30,MEDIUM_FAST,144,0,0,2,0,0,0
220,SWINUB,ICE,GROUND,OBLIVIOUS,THICK FAT,SNOW CLOAK,6.5,225,70,50,50,40,30,30,50,SLOW,50,0,1,0,0,0,0
221,PILOSWINE,ICE,GROUND,OBLIVIOUS,THICK FAT,SNOW CLOAK,55.8,75,70,100,100,80,60,60,50,SLOW,158,1,1,0,0,0,0
222,CORSOLA,WATER,ROCK,HUSTLE,REGENERATOR,NATURAL CURE,5,60,70,55,55,85,65,85,35,FAST,133,0,0,1,0,1,0
223,REMORAID,WATER,,HUSTLE,SNIPER,MOODY,12,190,70,35,65,35,65,35,65,MEDIUM_FAST,60,0,0,0,1,0,0
224,OCTILLERY,WATER,,MOODY,SUCTION CUPS,SNIPER,28.5,75,70,75,105,75,105,75,45,MEDIUM_FAST,168,0,1,0,1,0,0
225,DELIBIRD,ICE,FLYING,HUSTLE,VITAL SPIRIT,INSOMNIA,16,45,70,45,55,45,65,45,75,FAST,116,0,0,0,0,0,1
226,MANTINE,WATER,FLYING,SWIFT SWIM,WATER VEIL,WATER ABSORB,220,25,70,65,40,70,80,140,70,SLOW,163,0,0,0,0,2,0
227,SKARMORY,STEEL,FLYING,KEEN EYE,WEAK ARMOR,STURDY,50.5,25,70,65,80,140,40,70,70,SLOW,163,0,0,2,0,0,0
228,HOUNDOUR,DARK,FIRE,EARLY BIRD,UNNERVE,FLASH FIRE,10.8,120,35,45,60,30,80,50,65,SLOW,66,0,0,0,1,0,0
229,HOUNDOOM,DARK,FIRE,EARLY BIRD,UNNERVE,FLASH FIRE,35,45,35,75,90,50,110,80,95,SLOW,175,0,0,0,2,0,0
230,KINGDRA,WATER,DRAGON,DAMP,SWIFT SWIM,SNIPER,152,45,70,75,95,95,95,95,85,MEDIUM_FAST,243,0,1,0,1,1,0
231,PHANPY,GROUND,,PICKUP,,SAND VEIL,33.5,120,70,90,60,60,40,40,40,MEDIUM_FAST,66,1,0,0,0,0,0
232,DONPHAN,GROUND,,SAND VEIL,,STURDY,120,60,70,90,120,120,60,60,50,MEDIUM_FAST,175,0,1,1,0,0,0
233,PORYGON2,NORMAL,,ANALYTIC,TRACE,DOWNLOAD,32.5,45,70,85,80,90,105,95,60,MEDIUM_FAST,180,0,0,0,2,0,0
234,STANTLER,NORMAL,,FRISK,SAP SIPPER,INTIMIDATE,71.2,45,70,73,95,62,85,65,85,SLOW,163,0,1,0,0,0,0
235,SMEARGLE,NORMAL,,MOODY,TECHNICIAN,OWN TEMPO,58,45,70,55,20,35,20,45,75,FAST,88,0,0,0,0,0,1
236,TYROGUE,FIGHTING,,GUTS,VITAL SPIRIT,STEADFAST,21,75,70,35,35,35,35,35,35,MEDIUM_FAST,42,0,1,0,0,0,0
237,HITMONTOP,FIGHTING,,INTIMIDATE,TECHNICIAN,STEADFAST,48,45,70,50,95,95,35,110,70,MEDIUM_FAST,159,0,0,0,0,2,0
238,SMOOCHUM,ICE,PSYCHIC,FOREWARN,OBLIVIOUS,HYDRATION,6,45,70,45,30,15,85,65,65,MEDIUM_FAST,61,0,0,0,1,0,0
239,ELEKID,ELECTRIC,,STATIC,,VITAL SPIRIT,23.5,45,70,45,63,37,65,55,95,MEDIUM_FAST,72,0,0,0,0,0,1
240,MAGBY,FIRE,,FLAME BODY,,VITAL SPIRIT,21.4,45,70,45,75,37,70,55,83,MEDIUM_FAST,73,0,0,0,0,0,1
241,MILTANK,NORMAL,,SAP SIPPER,THICK FAT,SCRAPPY,75.5,45,70,95,80,105,40,70,100,SLOW,172,0,0,2,0,0,0
242,BLISSEY,NORMAL,,HEALER,SERENE GRACE,NATURAL CURE,46.8,30,140,255,10,10,75,135,55,FAST,608,3,0,0,0,0,0
243,RAIKOU,ELECTRIC,,PRESSURE,,,178,3,35,90,85,75,115,100,115,SLOW,261,0,0,0,1,0,2
244,ENTEI,FIRE,,PRESSURE,,,198,3,35,115,115,85,90,75,100,SLOW,261,1,2,0,0,0,0
245,SUICUNE,WATER,,PRESSURE,,,187,3,35,100,75,115,90,115,85,SLOW,261,0,0,1,0,2,0
246,LARVITAR,ROCK,GROUND,GUTS,,SAND VEIL,72,45,35,50,64,50,45,50,41,SLOW,60,0,1,0,0,0,0
247,PUPITAR,ROCK,GROUND,SHED SKIN,,,152,45,35,70,84,70,65,70,51,SLOW,144,0,2,0,0,0,0
248,TYRANITAR,ROCK,DARK,SAND STREAM,,UNNERVE,202,45,35,100,134,110,95,100,61,SLOW,270,0,3,0,0,0,0
249,LUGIA,PSYCHIC,FLYING,MULTISCALE,,PRESSURE,216,3,0,106,90,130,90,154,110,SLOW,306,0,0,0,0,3,0
250,HO-OH,FIRE,FLYING,PRESSURE,,REGENERATOR,199,3,0,106,130,90,110,154,90,SLOW,306,0,0,0,0,3,0
251,CELEBI,PSYCHIC,GRASS,NATURAL CURE,,,5,45,100,100,100,100,100,100,100,MEDIUM_SLOW,270,3,0,0,0,0,0
252,TREECKO,GRASS,,OVERGROW,,UNBURDEN,5,45,70,40,45,35,65,55,70,MEDIUM_SLOW,62,0,0,0,0,0,1
253,GROVYLE,GRASS,,OVERGROW,,UNBURDEN,21.6,45,70,50,65,45,85,65,95,MEDIUM_SLOW,142,0,0,0,0,0,2
254,SCEPTILE,GRASS,,OVERGROW,,UNBURDEN,52.2,45,70,70,85,65,105,85,120,MEDIUM_SLOW,239,0,0,0,0,0,3
255,TORCHIC,FIRE,,BLAZE,,SPEED BOOST,2.5,45,70,45,60,40,70,50,45,MEDIUM_SLOW,62,0,0,0,1,0,0
256,COMBUSKEN,FIRE,FIGHTING,BLAZE,,SPEED BOOST,19.5,45,70,60,85,60,85,60,55,MEDIUM_SLOW,142,0,1,0,1,0,0
257,BLAZIKEN,FIRE,FIGHTING,BLAZE,,SPEED BOOST,52,45,70,80,120,70,110,70,80,MEDIUM_SLOW,239,0,3,0,0,0,0
258,MUDKIP,WATER,,DAMP,,TORRENT,7.6,45,70,50,70,50,50,50,40,MEDIUM_SLOW,62,0,1,0,0,0,0
259,MARSHTOMP,WATER,GROUND,DAMP,,TORRENT,28,45,70,70,85,70,60,70,50,MEDIUM_SLOW,142,0,2,0,0,0,0
260,SWAMPERT,WATER,GROUND,DAMP,,TORRENT,81.9,45,70,100,110,90,85,90,60,MEDIUM_SLOW,241,0,3,0,0,0,0
261,POOCHYENA,DARK,,QUICK FEET,RUN AWAY,RATTLED,13.6,255,70,35,55,35,30,30,35,MEDIUM_FAST,44,0,1,0,0,0,0
262,MIGHTYENA,DARK,,INTIMIDATE,QUICK FEET,MOXIE,37,127,70,70,90,70,60,60,70,MEDIUM_FAST,147,0,2,0,0,0,0
263,ZIGZAGOON,NORMAL,,GLUTTONY,QUICK FEET,PICKUP,17.5,255,70,38,30,41,30,41,60,MEDIUM_FAST,48,0,0,0,0,0,1
264,LINOONE,NORMAL,,GLUTTONY,QUICK FEET,PICKUP,32.5,90,70,78,70,61,50,61,100,MEDIUM_FAST,147,0,0,0,0,0,2
265,WURMPLE,BUG,,RUN AWAY,,SHIELD DUST,3.6,255,70,45,45,35,20,30,20,MEDIUM_FAST,39,1,0,0,0,0,0
266,SILCOON,BUG,,SHED SKIN,,,10,120,70,50,35,55,25,25,15,MEDIUM_FAST,72,0,0,2,0,0,0
267,BEAUTIFLY,BUG,FLYING,RIVALRY,,SWARM,28.4,45,70,60,70,50,90,50,65,MEDIUM_FAST,173,0,0,0,3,0,0
268,CASCOON,BUG,,SHED SKIN,,,11.5,120,70,50,35,55,25,25,15,MEDIUM_FAST,41,0,0,2,0,0,0
269,DUSTOX,BUG,POISON,COMPOUND EYES,,SHIELD DUST,31.6,45,70,60,50,70,50,90,65,MEDIUM_FAST,135,0,0,0,0,3,0
270,LOTAD,WATER,GRASS,OWN TEMPO,SWIFT SWIM,RAIN DISH,2.6,255,70,40,30,30,40,50,30,MEDIUM_SLOW,44,0,0,0,0,1,0
271,LOMBRE,WATER,GRASS,OWN TEMPO,SWIFT SWIM,RAIN DISH,32.5,120,70,60,50,50,60,70,50,MEDIUM_SLOW,119,0,0,0,0,2,0
272,LUDICOLO,WATER,GRASS,OWN TEMPO,SWIFT SWIM,RAIN DISH,55,45,70,80,70,70,90,100,70,MEDIUM_SLOW,216,0,0,0,0,3,0
273,SEEDOT,GRASS,,CHLOROPHYLL,PICKPOCKET,EARLY BIRD,4,255,70,40,40,50,30,30,30,MEDIUM_SLOW,44,0,0,1,0,0,0
274,NUZLEAF,GRASS,DARK,CHLOROPHYLL,PICKPOCKET,EARLY BIRD,28,120,70,70,70,40,60,40,60,MEDIUM_SLOW,119,0,2,0,0,0,0
275,SHIFTRY,GRASS,DARK,CHLOROPHYLL,PICKPOCKET,EARLY BIRD,59.6,45,70,90,100,60,90,60,80,MEDIUM_SLOW,216,0,3,0,0,0,0
276,TAILLOW,NORMAL,FLYING,GUTS,,SCRAPPY,2.3,200,70,40,55,30,30,30,85,MEDIUM_SLOW,54,0,0,0,0,0,1
277,SWELLOW,NORMAL,FLYING,GUTS,,SCRAPPY,19.8,45,70,60,85,60,50,50,125,MEDIUM_SLOW,151,0,0,0,0,0,2
278,WINGULL,WATER,FLYING,KEEN EYE,,RAIN DISH,9.5,190,70,40,30,30,55,30,85,MEDIUM_FAST,54,0,0,0,0,0,1
279,PELIPPER,WATER,FLYING,KEEN EYE,,RAIN DISH,28,45,70,60,50,100,85,70,65,MEDIUM_FAST,151,0,0,2,0,0,0
280,RALTS,PSYCHIC,,SYNCHRONIZE,TRACE,TELEPATHY,6.6,235,35,28,25,25,45,35,40,SLOW,40,0,0,0,1,0,0
281,KIRLIA,PSYCHIC,,SYNCHRONIZE,TRACE,TELEPATHY,20.2,120,35,38,35,35,65,55,50,SLOW,97,0,0,0,2,0,0
282,GARDEVOIR,PSYCHIC,,SYNCHRONIZE,TRACE,TELEPATHY,48.4,45,35,68,65,65,125,115,80,SLOW,233,0,0,0,3,0,0
283,SURSKIT,BUG,WATER,RAIN DISH,,SWIFT SWIM,1.7,200,70,40,30,32,50,52,65,MEDIUM_FAST,54,0,0,0,0,0,1
284,MASQUERAIN,BUG,FLYING,INTIMIDATE,,UNNERVE,3.6,75,70,70,60,62,80,82,60,MEDIUM_FAST,145,0,0,0,1,1,0
285,SHROOMISH,GRASS,,EFFECT SPORE,QUICK FEET,POISON HEAL,4.5,255,70,60,40,60,40,60,35,FLUCTUATING,59,1,0,0,0,0,0
286,BRELOOM,GRASS,FIGHTING,EFFECT SPORE,TECHNICIAN,POISON HEAL,39.2,90,70,60,130,80,60,60,70,FLUCTUATING,161,0,2,0,0,0,0
287,SLAKOTH,NORMAL,,TRUANT,,,24,255,70,60,60,60,35,35,30,SLOW,56,1,0,0,0,0,0
288,VIGOROTH,NORMAL,,VITAL SPIRIT,,,46.5,120,70,80,80,80,55,55,90,SLOW,154,0,0,0,0,0,2
289,SLAKING,NORMAL,,TRUANT,,,130.5,45,70,150,160,100,95,65,100,SLOW,252,3,0,0,0,0,0
290,NINCADA,BUG,GROUND,COMPOUND EYES,,RUN AWAY,5.5,255,70,31,45,90,30,30,40,ERRATIC,53,0,0,1,0,0,0
291,NINJASK,BUG,FLYING,INFILTRATOR,,SPEED BOOST,12,120,70,61,90,45,50,50,160,ERRATIC,160,0,0,0,0,0,2
292,SHEDINJA,BUG,GHOST,WONDER GUARD,,,1.2,45,70,1,90,45,30,30,40,ERRATIC,83,2,0,0,0,0,0
293,WHISMUR,NORMAL,,RATTLED,,SOUNDPROOF,16.3,190,70,64,51,23,51,23,28,MEDIUM_SLOW,48,1,0,0,0,0,0
294,LOUDRED,NORMAL,,SCRAPPY,,SOUNDPROOF,40.5,120,70,84,71,43,71,43,48,MEDIUM_SLOW,126,2,0,0,0,0,0
295,EXPLOUD,NORMAL,,SCRAPPY,,SOUNDPROOF,84,45,70,104,91,63,91,63,68,MEDIUM_SLOW,216,3,0,0,0,0,0
296,MAKUHITA,FIGHTING,,GUTS,THICK FAT,SHEER FORCE,86.4,180,70,72,60,30,20,30,25,FLUCTUATING,47,1,0,0,0,0,0
297,HARIYAMA,FIGHTING,,GUTS,THICK FAT,SHEER FORCE,253.8,200,70,144,120,60,40,60,50,FLUCTUATING,166,2,0,0,0,0,0
298,AZURILL,NORMAL,,HUGE POWER,THICK FAT,SAP SIPPER,2,150,70,50,20,40,20,40,20,FAST,38,1,0,0,0,0,0
299,NOSEPASS,ROCK,,MAGNET PULL,STURDY,SAND FORCE,97,255,70,30,45,135,45,90,30,MEDIUM_FAST,75,0,0,1,0,0,0
300,SKITTY,NORMAL,,CUTE CHARM,WONDER SKIN,NORMALIZE,11,255,70,50,45,45,35,35,50,FAST,52,0,0,0,0,0,1
301,DELCATTY,NORMAL,,CUTE CHARM,WONDER SKIN,NORMALIZE,32.6,60,70,70,65,65,55,55,70,FAST,133,1,0,0,0,0,1
302,SABLEYE,DARK,GHOST,KEEN EYE,STALL,PRANKSTER,11,45,35,50,75,75,65,65,50,MEDIUM_SLOW,133,0,1,1,0,0,0
303,MAWILE,STEEL,,HYPER CUTTER,SHEER FORCE,INTIMIDATE,11.5,45,70,50,85,85,55,55,50,FAST,133,0,1,1,0,0,0
304,ARON,STEEL,ROCK,HEAVY METAL,STURDY,ROCK HEAD,60,180,35,50,70,100,40,40,30,SLOW,66,0,0,1,0,0,0
305,LAIRON,STEEL,ROCK,HEAVY METAL,STURDY,ROCK HEAD,120,90,35,60,90,140,50,50,40,SLOW,151,0,0,2,0,0,0
306,AGGRON,STEEL,ROCK,HEAVY METAL,STURDY,ROCK HEAD,360,45,35,70,110,180,60,60,50,SLOW,239,0,0,3,0,0,0
307,MEDITITE,FIGHTING,PSYCHIC,PURE POWER,,TELEPATHY,11.2,180,70,30,40,55,40,55,60,MEDIUM_FAST,56,0,0,0,0,0,1
308,MEDICHAM,FIGHTING,PSYCHIC,PURE POWER,,TELEPATHY,31.5,90,70,60,60,75,60,75,80,MEDIUM_FAST,144,0,0,0,0,0,2
309,ELECTRIKE,ELECTRIC,,LIGHTNINGROD,STATIC,MINUS,15.2,120,70,40,45,40,65,40,65,SLOW,59,0,0,0,0,0,1
310,MANECTRIC,ELECTRIC,,LIGHTNINGROD,STATIC,MINUS,40.2,45,70,70,75,60,105,60,105,SLOW,166,0,0,0,0,0,2
311,PLUSLE,ELECTRIC,,PLUS,,,4.2,200,70,60,50,40,85,75,95,MEDIUM_FAST,142,0,0,0,0,0,1
312,MINUN,ELECTRIC,,MINUS,,,4.2,200,70,60,40,50,75,85,95,MEDIUM_FAST,142,0,0,0,0,0,1
313,VOLBEAT,BUG,,ILLUMINATE,SWARM,PRANKSTER,17.7,150,70,65,73,55,47,75,85,ERRATIC,140,0,0,0,0,0,1
314,ILLUMISE,BUG,,OBLIVIOUS,TINTED LENS,PRANKSTER,17.7,150,70,65,47,55,73,75,85,FLUCTUATING,140,0,0,0,0,0,1
315,ROSELIA,GRASS,POISON,LEAF GUARD,POISON POINT,NATURAL CURE,2,150,70,50,60,45,100,80,65,MEDIUM_SLOW,140,0,0,0,2,0,0
316,GULPIN,POISON,,GLUTTONY,STICKY HOLD,LIQUID OOZE,10.3,225,70,70,43,53,43,53,40,FLUCTUATING,60,1,0,0,0,0,0
317,SWALOT,POISON,,GLUTTONY,STICKY HOLD,LIQUID OOZE,80,75,70,100,73,83,73,83,55,FLUCTUATING,163,2,0,0,0,0,0
318,CARVANHA,WATER,DARK,ROUGH SKIN,,SPEED BOOST,20.8,225,35,45,90,20,65,20,65,SLOW,61,0,1,0,0,0,0
319,SHARPEDO,WATER,DARK,ROUGH SKIN,,SPEED BOOST,88.8,60,35,70,120,40,95,40,95,SLOW,161,0,2,0,0,0,0
320,WAILMER,WATER,,OBLIVIOUS,WATER VEIL,PRESSURE,130,125,70,130,70,35,70,35,60,FLUCTUATING,80,1,0,0,0,0,0
321,WAILORD,WATER,,OBLIVIOUS,WATER VEIL,PRESSURE,398,60,70,170,90,45,90,45,60,FLUCTUATING,175,2,0,0,0,0,0
322,NUMEL,FIRE,GROUND,OBLIVIOUS,SIMPLE,OWN TEMPO,24,255,70,60,60,40,65,45,35,MEDIUM_FAST,61,0,0,0,1,0,0
323,CAMERUPT,FIRE,GROUND,ANGER POINT,SOLID ROCK,MAGMA ARMOR,220,150,70,70,100,70,105,75,40,MEDIUM_FAST,161,0,1,0,1,0,0
324,TORKOAL,FIRE,,SHELL ARMOR,,WHITE SMOKE,80.4,90,70,70,85,140,85,70,20,MEDIUM_FAST,165,0,0,2,0,0,0
325,SPOINK,PSYCHIC,,GLUTTONY,THICK FAT,OWN TEMPO,30.6,255,70,60,25,35,70,80,60,FAST,66,0,0,0,0,1,0
326,GRUMPIG,PSYCHIC,,GLUTTONY,THICK FAT,OWN TEMPO,71.5,60,70,80,45,65,90,110,80,FAST,165,0,0,0,0,2,0
327,SPINDA,NORMAL,,CONTRARY,TANGLED FEET,OWN TEMPO,5,255,70,60,60,60,60,60,60,FAST,126,0,0,0,1,0,0
328,TRAPINCH,GROUND,,ARENA TRAP,SHEER FORCE,HYPER CUTTER,15,255,70,45,100,45,45,45,10,MEDIUM_SLOW,58,0,1,0,0,0,0
329,VIBRAVA,GROUND,DRAGON,LEVITATE,,,15.3,120,70,50,70,50,50,50,70,MEDIUM_SLOW,119,0,1,0,0,0,1
330,FLYGON,GROUND,DRAGON,LEVITATE,,,82,45,70,80,100,80,80,80,100,MEDIUM_SLOW,234,0,1,0,0,0,2
331,CACNEA,GRASS,,SAND VEIL,,WATER ABSORB,51.3,190,35,50,85,40,85,40,35,MEDIUM_SLOW,67,0,0,0,1,0,0
332,CACTURNE,GRASS,DARK,SAND VEIL,,WATER ABSORB,77.4,60,35,70,115,60,115,60,55,MEDIUM_SLOW,166,0,1,0,1,0,0
333,SWABLU,NORMAL,FLYING,CLOUD NINE,,NATURAL CURE,1.2,255,70,45,40,60,40,75,50,ERRATIC,62,0,0,0,0,1,0
334,ALTARIA,DRAGON,FLYING,CLOUD NINE,,NATURAL CURE,20.6,45,70,75,70,90,70,105,80,ERRATIC,172,0,0,0,0,2,0
335,ZANGOOSE,NORMAL,,IMMUNITY,,TOXIC BOOST,40.3,90,70,73,115,60,60,60,90,ERRATIC,160,0,2,0,0,0,0
336,SEVIPER,POISON,,INFILTRATOR,,SHED SKIN,52.5,90,70,73,100,60,100,60,65,FLUCTUATING,160,0,1,0,1,0,0
337,LUNATONE,ROCK,PSYCHIC,LEVITATE,,,168,45,70,70,55,65,95,85,70,FAST,154,0,0,0,2,0,0
338,SOLROCK,ROCK,PSYCHIC,LEVITATE,,,154,45,70,70,95,85,55,65,70,FAST,154,0,2,0,0,0,0
339,BARBOACH,WATER,GROUND,ANTICIPATION,OBLIVIOUS,HYDRATION,1.9,190,70,50,48,43,46,41,60,MEDIUM_FAST,58,1,0,0,0,0,0
340,WHISCASH,WATER,GROUND,ANTICIPATION,OBLIVIOUS,HYDRATION,23.6,75,70,110,78,73,76,71,60,MEDIUM_FAST,164,2,0,0,0,0,0
341,CORPHISH,WATER,,ADAPTABILITY,SHELL ARMOR,HYPER CUTTER,11.5,205,70,43,80,65,50,35,35,FLUCTUATING,62,0,1,0,0,0,0
