Number,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,Weight (kg),Catch Rate,Base Happiness,HP,Attack,Defense,Special Attack,Special Defense,Speed,Exp. Curve,Base exp,HP EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV
202,Wobbuffet,Psychic,,Shadow Tag,,Telepathy,28.5,45,70,190,33,58,33,58,33,Medium,142,2,0,0,0,0,0
203,Girafarig,Normal,Psychic,Early Bird,Sap Sipper,Inner Focus,41.5,60,70,70,80,65,90,65,85,Medium,159,0,0,0,2,0,0
204,Pineco,Bug,,Overcoat,,Sturdy,7.2,190,70,50,65,90,35,35,15,Medium,58,0,0,1,0,0,0
205,Forretress,Bug,Steel,Overcoat,,Sturdy,125.8,75,70,75,90,140,60,60,40,Medium,163,0,0,2,0,0,0
206,Dunsparce,Normal,,Rattled,Serene Grace,Run Away,14,190,70,100,70,70,65,65,45,Medium,145,1,0,0,0,0,0
207,Gligar,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,64.8,60,70,65,75,105,35,65,85,Medium Slow,86,0,0,1,0,0,0
208,Steelix,Steel,Ground,Rock Head,Sturdy,Sheer Force,400,25,70,75,85,200,55,65,30,Medium,179,0,0,2,0,0,0
209,Snubbull,Fairy,,Intimidate,Run Away,Rattled,7.8,190,70,60,80,50,40,40,30,Fast,60,0,1,0,0,0,0
210,Granbull,Fairy,,Intimidate,Rattled,Quick Feet,48.7,75,70,90,120,75,60,60,45,Fast,158,0,2,0,0,0,0
211,Qwilfish,Water,Poison,Intimidate,Swift Swim,Poison Point,3.9,45,70,65,95,75,55,55,85,Medium,86,0,1,0,0,0,0
212,Scizor,Bug,Steel,Light Metal,Technician,Swarm,118,25,70,70,130,100,55,80,65,Medium,175,0,2,0,0,0,0
213,Shuckle,Bug,Rock,Contrary,Sturdy,Gluttony,20.5,190,70,20,10,230,10,230,5,Medium Slow,177,0,0,1,0,1,0
214,Heracross,Bug,Fighting,Guts,Swarm,Moxie,54,45,70,80,125,75,40,95,85,Slow,175,0,2,0,0,0,0
215,Sneasel,Dark,Ice,Inner Focus,Pickpocket,Keen Eye,28,60,35,55,95,55,35,75,115,Medium Slow,86,0,0,0,0,0,1
216,Teddiursa,Normal,,Honey Gather,Quick Feet,Pickup,8.8,120,70,60,80,50,50,50,40,Medium,66,0,1,0,0,0,0
217,Ursaring,Normal,,Guts,Unnerve,Quick Feet,125.8,60,70,90,130,75,75,75,55,Medium,175,0,2,0,0,0,0
218,Slugma,Fire,,Flame Body,Weak Armor,Magma Armor,35,190,70,40,40,40,70,40,20,Medium,50,0,0,0,1,0,0
219,Magcargo,Fire,Rock,Flame Body,Weak Armor,Magma Armor,55,75,70,50,50,120,80,80,30,Medium,144,0,0,2,0,0,0
220,Swinub,Ice,Ground,Oblivious,Thick Fat,Snow Cloak,6.5,225,70,50,50,40,30,30,50,Slow,50,0,1,0,0,0,0
221,Piloswine,Ice,Ground,Oblivious,Thick Fat,Snow Cloak,55.8,75,70,100,100,80,60,60,50,Slow,158,1,1,0,0,0,0
222,Corsola,Water,Rock,Hustle,Regenerator,Natural Cure,5,60,70,55,55,85,65,85,35,Fast,133,0,0,1,0,1,0
223,Remoraid,Water,,Hustle,Sniper,Moody,12,190,70,35,65,35,65,35,65,Medium,60,0,0,0,1,0,0
224,Octillery,Water,,Moody,Suction Cups,Sniper,28.5,75,70,75,105,75,105,75,45,Medium,168,0,1,0,1,0,0
225,Delibird,Ice,Flying,Hustle,Vital Spirit,Insomnia,16,45,70,45,55,45,65,45,75,Fast,116,0,0,0,0,0,1
226,Mantine,Water,Flying,Swift Swim,Water Veil,Water Absorb,220,25,70,65,40,70,80,140,70,Slow,163,0,0,0,0,2,0
227,Skarmory,Steel,Flying,Keen Eye,Weak Armor,Sturdy,50.5,25,70,65,80,140,40,70,70,Slow,163,0,0,2,0,0,0
228,Houndour,Dark,Fire,Early Bird,Unnerve,Flash Fire,10.8,120,35,45,60,30,80,50,65,Slow,66,0,0,0,1,0,0
229,Houndoom,Dark,Fire,Early Bird,Unnerve,Flash Fire,35,45,35,75,90,50,110,80,95,Slow,175,0,0,0,2,0,0
230,Kingdra,Water,Dragon,Damp,Swift Swim,Sniper,152,45,70,75,95,95,95,95,85,Medium,243,0,1,0,1,1,0
231,Phanpy,Ground,,Pickup,,Sand Veil,33.5,120,70,90,60,60,40,40,40,Medium,66,1,0,0,0,0,0
232,Donphan,Ground,,Sand Veil,,Sturdy,120,60,70,90,120,120,60,60,50,Medium,175,0,1,1,0,0,0
233,Porygon2,Normal,,Analytic,Trace,Download,32.5,45,70,85,80,90,105,95,60,Medium,180,0,0,0,2,0,0
234,Stantler,Normal,,Frisk,Sap Sipper,Intimidate,71.2,45,70,73,95,62,85,65,85,Slow,163,0,1,0,0,0,0
235,Smeargle,Normal,,Moody,Technician,Own Tempo,58,45,70,55,20,35,20,45,75,Fast,88,0,0,0,0,0,1
236,Tyrogue,Fighting,,Guts,Vital Spirit,Steadfast,21,75,70,35,35,35,35,35,35,Medium,42,0,1,0,0,0,0
237,Hitmontop,Fighting,,Intimidate,Technician,Steadfast,48,45,70,50,95,95,35,110,70,Medium,159,0,0,0,0,2,0
238,Smoochum,Ice,Psychic,Forewarn,Oblivious,Hydration,6,45,70,45,30,15,85,65,65,Medium,61,0,0,0,1,0,0
239,Elekid,Electric,,Static,,Vital Spirit,23.5,45,70,45,63,37,65,55,95,Medium,72,0,0,0,0,0,1
240,Magby,Fire,,Flame Body,,Vital Spirit,21.4,45,70,45,75,37,70,55,83,Medium,73,0,0,0,0,0,1
241,Miltank,Normal,,Sap Sipper,Thick Fat,Scrappy,75.5,45,70,95,80,105,40,70,100,Slow,172,0,0,2,0,0,0
242,Blissey,Normal,,Healer,Serene Grace,Natural Cure,46.8,30,140,255,10,10,75,135,55,Fast,608,3,0,0,0,0,0
243,Raikou,Electric,,Pressure,,,178,3,35,90,85,75,115,100,115,Slow,261,0,0,0,1,0,2
244,Entei,Fire,,Pressure,,,198,3,35,115,115,85,90,75,100,Slow,261,1,2,0,0,0,0
245,Suicune,Water,,Pressure,,,187,3,35,100,75,115,90,115,85,Slow,261,0,0,1,0,2,0
246,Larvitar,Rock,Ground,Guts,,Sand Veil,72,45,35,50,64,50,45,50,41,Slow,60,0,1,0,0,0,0
247,Pupitar,Rock,Ground,Shed Skin,,,152,45,35,70,84,70,65,70,51,Slow,144,0,2,0,0,0,0
248,Tyranitar,Rock,Dark,Sand Stream,,Unnerve,202,45,35,100,134,110,95,100,61,Slow,270,0,3,0,0,0,0
249,Lugia,Psychic,Flying,Multiscale,,Pressure,216,3,0,106,90,130,90,154,110,Slow,306,0,0,0,0,3,0
250,Ho-Oh,Fire,Flying,Pressure,,Regenerator,199,3,0,106,130,90,110,154,90,Slow,306,0,0,0,0,3,0
251,Celebi,Psychic,Grass,Natural Cure,,,5,45,100,100,100,100,100,100,100,Medium Slow,270,3,0,0,0,0,0
252,Treecko,Grass,,Overgrow,,Unburden,5,45,70,40,45,35,65,55,70,Medium Slow,62,0,0,0,0,0,1
253,Grovyle,Grass,,Overgrow,,Unburden,21.6,45,70,50,65,45,85,65,95,Medium Slow,142,0,0,0,0,0,2
254,Sceptile,Grass,,Overgrow,,Unburden,52.2,45,70,70,85,65,105,85,120,Medium Slow,239,0,0,0,0,0,3
255,Torchic,Fire,,Blaze,,Speed Boost,2.5,45,70,45,60,40,70,50,45,Medium Slow,62,0,0,0,1,0,0
256,Combusken,Fire,Fighting,Blaze,,Speed Boost,19.5,45,70,60,85,60,85,60,55,Medium Slow,142,0,1,0,1,0,0
257,Blaziken,Fire,Fighting,Blaze,,Speed Boost,52,45,70,80,120,70,110,70,80,Medium Slow,239,0,3,0,0,0,0
258,Mudkip,Water,,Damp,,Torrent,7.6,45,70,50,70,50,50,50,40,Medium Slow,62,0,1,0,0,0,0
259,Marshtomp,Water,Ground,Damp,,Torrent,28,45,70,70,85,70,60,70,50,Medium Slow,142,0,2,0,0,0,0
260,Swampert,Water,Ground,Damp,,Torrent,81.9,45,70,100,110,90,85,90,60,Medium Slow,241,0,3,0,0,0,0
261,Poochyena,Dark,,Quick Feet,Run Away,Rattled,13.6,255,70,35,55,35,30,30,35,Medium,44,0,1,0,0,0,0
262,Mightyena,Dark,,Intimidate,Quick Feet,Moxie,37,127,70,70,90,70,60,60,70,Medium,147,0,2,0,0,0,0
263,Zigzagoon,Normal,,Gluttony,Quick Feet,Pickup,17.5,255,70,38,30,41,30,41,60,Medium,48,0,0,0,0,0,1
264,Linoone,Normal,,Gluttony,Quick Feet,Pickup,32.5,90,70,78,70,61,50,61,100,Medium,147,0,0,0,0,0,2
265,Wurmple,Bug,,Run Away,,Shield Dust,3.6,255,70,45,45,35,20,30,20,Medium,39,1,0,0,0,0,0
266,Silcoon,Bug,,Shed Skin,,,10,120,70,50,35,55,25,25,15,Medium,72,0,0,2,0,0,0
267,Beautifly,Bug,Flying,Rivalry,,Swarm,28.4,45,70,60,70,50,90,50,65,Medium,173,0,0,0,3,0,0
268,Cascoon,Bug,,Shed Skin,,,11.5,120,70,50,35,55,25,25,15,Medium,41,0,0,2,0,0,0
269,Dustox,Bug,Poison,Compound Eyes,,Shield Dust,31.6,45,70,60,50,70,50,90,65,Medium,135,0,0,0,0,3,0
270,Lotad,Water,Grass,Own Tempo,Swift Swim,Rain Dish,2.6,255,70,40,30,30,40,50,30,Medium Slow,44,0,0,0,0,1,0
271,Lombre,Water,Grass,Own Tempo,Swift Swim,Rain Dish,32.5,120,70,60,50,50,60,70,50,Medium Slow,119,0,0,0,0,2,0
272,Ludicolo,Water,Grass,Own Tempo,Swift Swim,Rain Dish,55,45,70,80,70,70,90,100,70,Medium Slow,216,0,0,0,0,3,0
273,Seedot,Grass,,Chlorophyll,Pickpocket,Early Bird,4,255,70,40,40,50,30,30,30,Medium Slow,44,0,0,1,0,0,0
274,Nuzleaf,Grass,Dark,Chlorophyll,Pickpocket,Early Bird,28,120,70,70,70,40,60,40,60,Medium Slow,119,0,2,0,0,0,0
275,Shiftry,Grass,Dark,Chlorophyll,Pickpocket,Early Bird,59.6,45,70,90,100,60,90,60,80,Medium Slow,216,0,3,0,0,0,0
276,Taillow,Normal,Flying,Guts,,Scrappy,2.3,200,70,40,55,30,30,30,85,Medium Slow,54,0,0,0,0,0,1
277,Swellow,Normal,Flying,Guts,,Scrappy,19.8,45,70,60,85,60,50,50,125,Medium Slow,151,0,0,0,0,0,2
278,Wingull,Water,Flying,Keen Eye,,Rain Dish,9.5,190,70,40,30,30,55,30,85,Medium,54,0,0,0,0,0,1
279,Pelipper,Water,Flying,Keen Eye,,Rain Dish,28,45,70,60,50,100,85,70,65,Medium,151,0,0,2,0,0,0
280,Ralts,Psychic,Fairy,Synchronize,Trace,Telepathy,6.6,235,35,28,25,25,45,35,40,Slow,40,0,0,0,1,0,0
281,Kirlia,Psychic,Fairy,Synchronize,Trace,Telepathy,20.2,120,35,38,35,35,65,55,50,Slow,97,0,0,0,2,0,0
282,Gardevoir,Psychic,Fairy,Synchronize,Trace,Telepathy,48.4,45,35,68,65,65,125,115,80,Slow,233,0,0,0,3,0,0
283,Surskit,Bug,Water,Rain Dish,,Swift Swim,1.7,200,70,40,30,32,50,52,65,Medium,54,0,0,0,0,0,1
284,Masquerain,Bug,Flying,Intimidate,,Unnerve,3.6,75,70,70,60,62,80,82,60,Medium,145,0,0,0,1,1,0
285,Shroomish,Grass,,Effect Spore,Quick Feet,Poison Heal,4.5,255,70,60,40,60,40,60,35,Fluctuating,59,1,0,0,0,0,0
286,Breloom,Grass,Fighting,Effect Spore,Technician,Poison Heal,39.2,90,70,60,130,80,60,60,70,Fluctuating,161,0,2,0,0,0,0
287,Slakoth,Normal,,Truant,,,24,255,70,60,60,60,35,35,30,Slow,56,1,0,0,0,0,0
288,Vigoroth,Normal,,Vital Spirit,,,46.5,120,70,80,80,80,55,55,90,Slow,154,0,0,0,0,0,2
289,Slaking,Normal,,Truant,,,130.5,45,70,150,160,100,95,65,100,Slow,252,3,0,0,0,0,0
290,Nincada,Bug,Ground,Compound Eyes,,Run Away,5.5,255,70,31,45,90,30,30,40,Erratic,53,0,0,1,0,0,0
291,Ninjask,Bug,Flying,Infiltrator,,Speed Boost,12,120,70,61,90,45,50,50,160,Erratic,160,0,0,0,0,0,2
292,Shedinja,Bug,Ghost,Wonder Guard,,,1.2,45,70,1,90,45,30,30,40,Erratic,83,2,0,0,0,0,0
293,Whismur,Normal,,Rattled,,Soundproof,16.3,190,70,64,51,23,51,23,28,Medium Slow,48,1,0,0,0,0,0
294,Loudred,Normal,,Scrappy,,Soundproof,40.5,120,70,84,71,43,71,43,48,Medium Slow,126,2,0,0,0,0,0
295,Exploud,Normal,,Scrappy,,Soundproof,84,45,70,104,91,63,91,63,68,Medium Slow,216,3,0,0,0,0,0
296,Makuhita,Fighting,,Guts,Thick Fat,Sheer Force,86.4,180,70,72,60,30,20,30,25,Fluctuating,47,1,0,0,0,0,0
297,Hariyama,Fighting,,Guts,Thick Fat,Sheer Force,253.8,200,70,144,120,60,40,60,50,Fluctuating,166,2,0,0,0,0,0
298,Azurill,Normal,Fairy,Huge Power,Thick Fat,Sap Sipper,2,150,70,50,20,40,20,40,20,Fast,38,1,0,0,0,0,0
299,Nosepass,Rock,,Magnet Pull,Sturdy,Sand Force,97,255,70,30,45,135,45,90,30,Medium,75,0,0,1,0,0,0
300,Skitty,Normal,,Cute Charm,Wonder Skin,Normalize,11,255,70,50,45,45,35,35,50,Fast,52,0,0,0,0,0,1
301,Delcatty,Normal,,Cute Charm,Wonder Skin,Normalize,32.6,60,70,70,65,65,55,55,70,Fast,133,1,0,0,0,0,1
302,Sableye,Dark,Ghost,Keen Eye,Stall,Prankster,11,45,35,50,75,75,65,65,50,Medium Slow,133,0,1,1,0,0,0
303,Mawile,Steel,Fairy,Hyper Cutter,Sheer Force,Intimidate,11.5,45,70,50,85,85,55,55,50,Fast,133,0,1,1,0,0,0
304,Aron,Steel,Rock,Heavy Metal,Sturdy,Rock Head,60,180,35,50,70,100,40,40,30,Slow,66,0,0,1,0,0,0
305,Lairon,Steel,Rock,Heavy Metal,Sturdy,Rock Head,120,90,35,60,90,140,50,50,40,Slow,151,0,0,2,0,0,0
306,Aggron,Steel,Rock,Heavy Metal,Sturdy,Rock Head,360,45,35,70,110,180,60,60,50,Slow,239,0,0,3,0,0,0
307,Meditite,Fighting,Psychic,Pure Power,,Telepathy,11.2,180,70,30,40,55,40,55,60,Medium,56,0,0,0,0,0,1
308,Medicham,Fighting,Psychic,Pure Power,,Telepathy,31.5,90,70,60,60,75,60,75,80,Medium,144,0,0,0,0,0,2
309,Electrike,Electric,,Lightningrod,Static,Minus,15.2,120,70,40,45,40,65,40,65,Slow,59,0,0,0,0,0,1
310,Manectric,Electric,,Lightningrod,Static,Minus,40.2,45,70,70,75,60,105,60,105,Slow,166,0,0,0,0,0,2
311,Plusle,Electric,,Plus,,,4.2,200,70,60,50,40,85,75,95,Medium,142,0,0,0,0,0,1
312,Minun,Electric,,Minus,,,4.2,200,70,60,40,50,75,85,95,Medium,142,0,0,0,0,0,1
313,Volbeat,Bug,,Illuminate,Swarm,Prankster,17.7,150,70,65,73,55,47,75,85,Erratic,140,0,0,0,0,0,1
314,Illumise,Bug,,Oblivious,Tinted Lens,Prankster,17.7,150,70,65,47,55,73,75,85,Fluctuating,140,0,0,0,0,0,1
315,Roselia,Grass,Poison,Leaf Guard,Poison Point,Natural Cure,2,150,70,50,60,45,100,80,65,Medium Slow,140,0,0,0,2,0,0
316,Gulpin,Poison,,Gluttony,Sticky Hold,Liquid Ooze,10.3,225,70,70,43,53,43,53,40,Fluctuating,60,1,0,0,0,0,0
317,Swalot,Poison,,Gluttony,Sticky Hold,Liquid Ooze,80,75,70,100,73,83,73,83,55,Fluctuating,163,2,0,0,0,0,0
318,Carvanha,Water,Dark,Rough Skin,,Speed Boost,20.8,225,35,45,90,20,65,20,65,Slow,61,0,1,0,0,0,0
319,Sharpedo,Water,Dark,Rough Skin,,Speed Boost,88.8,60,35,70,120,40,95,40,95,Slow,161,0,2,0,0,0,0
320,Wailmer,Water,,Oblivious,Water Veil,Pressure,130,125,70,130,70,35,70,35,60,Fluctuating,80,1,0,0,0,0,0
321,Wailord,Water,,Oblivious,Water Veil,Pressure,398,60,70,170,90,45,90,45,60,Fluctuating,175,2,0,0,0,0,0
322,Numel,Fire,Ground,Oblivious,Simple,Own Tempo,24,255,70,60,60,40,65,45,35,Medium,61,0,0,0,1,0,0
323,Camerupt,Fire,Ground,Anger Point,Solid Rock,Magma Armor,220,150,70,70,100,70,105,75,40,Medium,161,0,1,0,1,0,0
324,Torkoal,Fire,,Shell Armor,,White Smoke,80.4,90,70,70,85,140,85,70,20,Medium,165,0,0,2,0,0,0
325,Spoink,Psychic,,Gluttony,Thick Fat,Own Tempo,30.6,255,70,60,25,35,70,80,60,Fast,66,0,0,0,0,1,0
326,Grumpig,Psychic,,Gluttony,Thick Fat,Own Tempo,71.5,60,70,80,45,65,90,110,80,Fast,165,0,0,0,0,2,0
327,Spinda,Normal,,Contrary,Tangled Feet,Own Tempo,5,255,70,60,60,60,60,60,60,Fast,126,0,0,0,1,0,0
328,Trapinch,Ground,,Arena Trap,Sheer Force,Hyper Cutter,15,255,70,45,100,45,45,45,10,Medium Slow,58,0,1,0,0,0,0
329,Vibrava,Ground,Dragon,Levitate,,,15.3,120,70,50,70,50,50,50,70,Medium Slow,119,0,1,0,0,0,1
330,Flygon,Ground,Dragon,Levitate,,,82,45,70,80,100,80,80,80,100,Medium Slow,234,0,1,0,0,0,2
331,Cacnea,Grass,,Sand Veil,,Water Absorb,51.3,190,35,50,85,40,85,40,35,Medium Slow,67,0,0,0,1,0,0
332,Cacturne,Grass,Dark,Sand Veil,,Water Absorb,77.4,60,35,70,115,60,115,60,55,Medium Slow,166,0,1,0,1,0,0
333,Swablu,Normal,Flying,Cloud Nine,,Natural Cure,1.2,255,70,45,40,60,40,75,50,Erratic,62,0,0,0,0,1,0
334,Altaria,Dragon,Flying,Cloud Nine,,Natural Cure,20.6,45,70,75,70,90,70,105,80,Erratic,172,0,0,0,0,2,0
335,Zangoose,Normal,,Immunity,,Toxic Boost,40.3,90,70,73,115,60,60,60,90,Erratic,160,0,2,0,0,0,0
336,Seviper,Poison,,Infiltrator,,Shed Skin,52.5,90,70,73,100,60,100,60,65,Fluctuating,160,0,1,0,1,0,0
337,Lunatone,Rock,Psychic,Levitate,,,168,45,70,70,55,65,95,85,70,Fast,154,0,0,0,2,0,0
338,Solrock,Rock,Psychic,Levitate,,,154,45,70,70,95,85,55,65,70,Fast,154,0,2,0,0,0,0
339,Barboach,Water,Ground,Anticipation,Oblivious,Hydration,1.9,190,70,50,48,43,46,41,60,Medium,58,1,0,0,0,0,0
340,Whiscash,Water,Ground,Anticipation,Oblivious,Hydration,23.6,75,70,110,78,73,76,71,60,Medium,164,2,0,0,0,0,0
341,Corphish,Water,,Adaptability,Shell Armor,Hyper Cutter,11.5,205,70,43,80,65,50,35,35,Fluctuating,62,0,1,0,0,0,0
342,Crawdaunt,Water,Dark,Adaptability,Shell Armor,Hyper Cutter,32.8,155,70,63,120,85,90,55,55,Fluctuating,164,0,2,0,0,0,0
343,Baltoy,Ground,Psychic,Levitate,,,21.5,255,70,40,40,55,40,70,55,Medium,60,0,0,0,0,1,0
344,Claydol,Ground,Psychic,Levitate,,,108,90,70,60,70,105,70,120,75,Medium,175,0,0,0,0,2,0
345,Lileep,Rock,Grass,Storm Drain,,Suction Cups,23.8,45,70,66,41,77,61,87,23,Erratic,71,0,0,0,0,1,0
346,Cradily,Rock,Grass,Storm Drain,,Suction Cups,60.4,45,70,86,81,97,81,107,43,Erratic,173,0,0,0,0,2,0
347,Anorith,Rock,Bug,Battle Armor,,Swift Swim,12.5,45,70,45,95,50,40,50,75,Erratic,71,0,1,0,0,0,0
348,Armaldo,Rock,Bug,Battle Armor,,Swift Swim,68.2,45,70,75,125,100,70,80,45,Erratic,173,0,2,0,0,0,0
349,Feebas,Water,,Adaptability,,Swift Swim,7.4,255,70,20,15,20,10,55,80,Erratic,40,0,0,0,0,0,1
350,Milotic,Water,,Cute Charm,,Marvel Scale,162,60,70,95,60,79,100,125,81,Erratic,189,0,0,0,0,2,0
351,Castform,Normal,,Forecast,,,0.8,45,70,70,70,70,70,70,70,Medium,147,1,0,0,0,0,0
352,Kecleon,Normal,,Color Change,,,22,200,70,60,90,70,60,120,40,Medium Slow,154,0,0,0,0,1,0
353,Shuppet,Ghost,,Cursed Body,Insomnia,Frisk,2.3,225,35,44,75,35,63,33,45,Fast,59,0,1,0,0,0,0
354,Banette,Ghost,,Cursed Body,Insomnia,Frisk,12.5,45,35,64,115,65,83,63,65,Fast,159,0,2,0,0,0,0
355,Duskull,Ghost,,Levitate,,,15,190,35,20,40,90,30,90,25,Fast,59,0,0,0,0,1,0
356,Dusclops,Ghost,,Pressure,,,30.6,90,35,40,70,130,60,130,25,Fast,159,0,0,1,0,1,0
357,Tropius,Grass,Flying,Chlorophyll,Solar Power,Harvest,100,200,70,99,68,83,72,87,51,Slow,161,2,0,0,0,0,0
358,Chimecho,Psychic,,Levitate,,,1,45,70,65,50,70,95,80,65,Fast,149,0,0,0,1,1,0
359,Absol,Dark,,Justified,Super Luck,Pressure,47,30,35,65,130,60,75,60,75,Medium Slow,163,0,2,0,0,0,0
360,Wynaut,Psychic,,Shadow Tag,,Telepathy,14,125,70,95,23,48,23,48,23,Medium,52,1,0,0,0,0,0
361,Snorunt,Ice,,Ice Body,Moody,Inner Focus,16.8,190,70,50,50,50,50,50,50,Medium,60,1,0,0,0,0,0
362,Glalie,Ice,,Ice Body,Moody,Inner Focus,256.5,75,70,80,80,80,80,80,80,Medium,168,2,0,0,0,0,0
363,Spheal,Ice,Water,Ice Body,Thick Fat,Oblivious,39.5,255,70,70,40,50,55,50,25,Medium Slow,58,1,0,0,0,0,0
364,Sealeo,Ice,Water,Ice Body,Thick Fat,Oblivious,87.6,120,70,90,60,70,75,70,45,Medium Slow,144,2,0,0,0,0,0
365,Walrein,Ice,Water,Ice Body,Thick Fat,Oblivious,150.6,45,70,110,80,90,95,90,65,Medium Slow,239,3,0,0,0,0,0
366,Clamperl,Water,,Rattled,,Shell Armor,52.5,255,70,35,64,85,74,55,32,Erratic,69,0,0,1,0,0,0
367,Huntail,Water,,Swift Swim,,Water Veil,27,60,70,55,104,105,94,75,52,Erratic,170,0,1,1,0,0,0
368,Gorebyss,Water,,Hydration,,Swift Swim,22.6,60,70,55,84,105,114,75,52,Erratic,170,0,0,0,2,0,0
369,Relicanth,Water,Rock,Rock Head,Swift Swim,Sturdy,23.4,25,70,100,90,130,45,65,55,Slow,170,1,0,1,0,0,0
370,Luvdisc,Water,,Hydration,,Swift Swim,8.7,225,70,43,30,55,40,65,97,Fast,116,0,0,0,0,0,1
371,Bagon,Dragon,,Rock Head,,Sheer Force,42.1,45,35,45,75,60,40,30,50,Slow,60,0,1,0,0,0,0
372,Shelgon,Dragon,,Overcoat,,Rock Head,110.5,45,35,65,95,100,60,50,50,Slow,147,0,0,2,0,0,0
373,Salamence,Dragon,Flying,Intimidate,,Moxie,102.6,45,35,95,135,80,110,80,100,Slow,270,0,3,0,0,0,0
374,Beldum,Steel,Psychic,Clear Body,,Light Metal,95.2,3,35,40,55,80,35,60,30,Slow,60,0,0,1,0,0,0
375,Metang,Steel,Psychic,Clear Body,,Light Metal,202.5,3,35,60,75,100,55,80,50,Slow,147,0,0,2,0,0,0
376,Metagross,Steel,Psychic,Clear Body,,Light Metal,550,3,35,80,135,130,95,90,70,Slow,270,0,0,3,0,0,0
377,Regirock,Rock,,Clear Body,,,230,3,35,80,100,200,50,100,50,Slow,261,0,0,3,0,0,0
378,Regice,Ice,,Clear Body,,,175,3,35,80,50,100,100,200,50,Slow,261,0,0,0,0,3,0
379,Registeel,Steel,,Clear Body,,,205,3,35,80,75,150,75,150,50,Slow,261,0,0,2,0,1,0
380,Latias,Dragon,Psychic,Levitate,,,40,3,90,80,80,90,110,130,110,Slow,270,0,0,0,0,3,0
381,Latios,Dragon,Psychic,Levitate,,,60,3,90,80,90,80,130,110,110,Slow,270,0,0,0,3,0,0
382,Kyogre,Water,,Drizzle,,,352,5,0,100,100,90,150,140,90,Slow,302,0,0,0,3,0,0
383,Groudon,Ground,,Drought,,,950,5,0,100,150,140,100,90,90,Slow,302,0,3,0,0,0,0
384,Rayquaza,Dragon,Flying,Air Lock,,,206.5,3,0,105,150,90,150,90,95,Slow,306,0,2,0,1,0,0
385,Jirachi,Steel,Psychic,Serene Grace,,,1.1,3,100,100,100,100,100,100,100,Slow,270,3,0,0,0,0,0
386,Deoxys,Psychic,,Pressure,,,60.8,3,0,50,150,50,150,50,150,Slow,270,0,1,0,1,0,1
387,Turtwig,Grass,,Overgrow,,Shell Armor,10.2,45,70,55,68,64,45,55,31,Medium Slow,64,0,1,0,0,0,0
388,Grotle,Grass,,Overgrow,,Shell Armor,97,45,70,75,89,85,55,65,36,Medium Slow,142,0,1,1,0,0,0
389,Torterra,Grass,Ground,Overgrow,,Shell Armor,310,45,70,95,109,105,75,85,56,Medium Slow,236,0,2,1,0,0,0
390,Chimchar,Fire,,Blaze,,Iron Fist,6.2,45,70,44,58,44,58,44,61,Medium Slow,62,0,0,0,0,0,1
391,Monferno,Fire,Fighting,Blaze,,Iron Fist,22,45,70,64,78,52,78,52,81,Medium Slow,142,0,0,0,1,0,1
392,Infernape,Fire,Fighting,Blaze,,Iron Fist,55,45,70,76,104,71,104,71,108,Medium Slow,240,0,1,0,1,0,1
393,Piplup,Water,,Defiant,,Torrent,5.2,45,70,53,51,53,61,56,40,Medium Slow,63,0,0,0,1,0,0
394,Prinplup,Water,,Defiant,,Torrent,23,45,70,64,66,68,81,76,50,Medium Slow,142,0,0,0,2,0,0
395,Empoleon,Water,Steel,Defiant,,Torrent,84.5,45,70,84,86,88,111,101,60,Medium Slow,239,0,0,0,3,0,0
396,Starly,Normal,Flying,Keen Eye,,Reckless,2,255,70,40,55,30,30,30,60,Medium Slow,49,0,0,0,0,0,1
397,Staravia,Normal,Flying,Intimidate,,Reckless,15.5,120,70,55,75,50,40,40,80,Medium Slow,119,0,0,0,0,0,2
398,Staraptor,Normal,Flying,Intimidate,,Reckless,24.9,45,70,85,120,70,50,50,100,Medium Slow,214,0,3,0,0,0,0
399,Bidoof,Normal,,Moody,Unaware,Simple,20,255,70,59,45,40,35,40,31,Medium,50,1,0,0,0,0,0
400,Bibarel,Normal,Water,Moody,Unaware,Simple,31.5,127,70,79,85,60,55,60,71,Medium,144,0,2,0,0,0,0
401,Kricketot,Bug,,Run Away,,Shed Skin,2.2,255,70,37,25,41,25,41,25,Medium Slow,39,0,0,1,0,0,0
402,Kricketune,Bug,,Swarm,,Technician,25.5,45,70,77,85,51,55,51,65,Medium Slow,134,0,2,0,0,0,0
403,Shinx,Electric,,Guts,Rivalry,Intimidate,9.5,235,70,45,65,34,40,34,45,Medium Slow,53,0,1,0,0,0,0
404,Luxio,Electric,,Guts,Rivalry,Intimidate,30.5,120,100,60,85,49,60,49,60,Medium Slow,127,0,2,0,0,0,0
405,Luxray,Electric,,Guts,Rivalry,Intimidate,42,45,70,80,120,79,95,79,70,Medium Slow,235,0,3,0,0,0,0
406,Budew,Grass,Poison,Leaf Guard,Poison Point,Natural Cure,1.2,255,70,40,30,35,50,70,55,Medium Slow,56,0,0,0,1,0,0
407,Roserade,Grass,Poison,Natural Cure,Technician,Poison Point,14.5,75,70,60,70,55,125,105,90,Medium Slow,227,0,0,0,3,0,0
