Number,Name,Type1,Type2,Ability1,Ability2,Hidden Ability,Weight (kg),Catch Rate,Base Happiness,HP,Attack,Defense,Special Attack,Special Defense,Speed,Exp. Curve,Base exp,HP EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV
216,Teddiursa,Normal,,Pickup,Quick Feet,,8.8,120,70,60,80,50,50,50,40,Medium,124,0,1,0,0,0,0
217,Ursaring,Normal,,Guts,Quick Feet,,125.8,60,70,90,130,75,75,75,55,Medium,189,0,2,0,0,0,0
218,Slugma,Fire,,Magma Armor,Flame Body,,35,190,70,40,40,40,70,40,20,Medium,78,0,0,0,1,0,0
219,Magcargo,Fire,Rock,Magma Armor,Flame Body,,55,75,70,50,50,120,80,80,30,Medium,154,0,0,2,0,0,0
220,Swinub,Ice,Ground,Oblivious,Snow Cloak,,6.5,225,70,50,50,40,30,30,50,Slow,78,0,1,0,0,0,0
221,Piloswine,Ice,Ground,Oblivious,Snow Cloak,,55.8,75,70,100,100,80,60,60,50,Slow,160,1,1,0,0,0,0
222,Corsola,Water,Rock,Hustle,Natural Cure,,5,60,70,55,55,85,65,85,35,Fast,113,0,0,1,0,1,0
223,Remoraid,Water,,Hustle,Sniper,,12,190,70,35,65,35,65,35,65,Medium,78,0,0,0,1,0,0
224,Octillery,Water,,Suction Cups,Sniper,,28.5,75,70,75,105,75,105,75,45,Medium,164,0,1,0,1,0,0
225,Delibird,Ice,Flying,Vital Spirit,Hustle,,16,45,70,45,55,45,65,45,75,Fast,183,0,0,0,0,0,1
226,Mantine,Water,Flying,Swift Swim,Water Absorb,,220,25,70,65,40,70,80,140,70,Slow,168,0,0,0,0,2,0
227,Skarmory,Steel,Flying,Keen Eye,Sturdy,,50.5,25,70,65,80,140,40,70,70,Slow,168,0,0,2,0,0,0
228,Houndour,Dark,Fire,Early Bird,Flash Fire,,10.8,120,35,45,60,30,80,50,65,Slow,114,0,0,0,1,0,0
229,Houndoom,Dark,Fire,Early Bird,Flash Fire,,35,45,35,75,90,50,110,80,95,Slow,204,0,0,0,2,0,0
230,Kingdra,Water,Dragon,Swift Swim,Sniper,,152,45,70,75,95,95,95,95,85,Medium,207,0,1,0,1,1,0
231,Phanpy,Ground,,Pickup,,,33.5,120,70,90,60,60,40,40,40,Medium,124,1,0,0,0,0,0
232,Donphan,Ground,,Sturdy,,,120,60,70,90,120,120,60,60,50,Medium,189,0,1,1,0,0,0
233,Porygon2,Normal,,Trace,Download,,32.5,45,70,85,80,90,105,95,60,Medium,180,0,0,0,2,0,0
234,Stantler,Normal,,Intimidate,Frisk,,71.2,45,70,73,95,62,85,65,85,Slow,165,0,1,0,0,0,0
235,Smeargle,Normal,,Own Tempo,Technician,,58,45,70,55,20,35,20,45,75,Fast,106,0,0,0,0,0,1
236,Tyrogue,Fighting,,Guts,Steadfast,,21,75,70,35,35,35,35,35,35,Medium,91,0,1,0,0,0,0
237,Hitmontop,Fighting,,Intimidate,Technician,,48,45,70,50,95,95,35,110,70,Medium,138,0,0,0,0,2,0
238,Smoochum,Ice,Psychic,Oblivious,Forewarn,,6,45,70,45,30,15,85,65,65,Medium,87,0,0,0,1,0,0
239,Elekid,Electric,,Static,,,23.5,45,70,45,63,37,65,55,95,Medium,106,0,0,0,0,0,1
240,Magby,Fire,,Flame Body,,,21.4,45,70,45,75,37,70,55,83,Medium,117,0,0,0,0,0,1
241,Miltank,Normal,,Thick Fat,Scrappy,,75.5,45,70,95,80,105,40,70,100,Slow,200,0,0,2,0,0,0
242,Blissey,Normal,,Natural Cure,Serene Grace,,46.8,30,140,255,10,10,75,135,55,Fast,255,3,0,0,0,0,0
243,Raikou,Electric,,Pressure,,,178,3,35,90,85,75,115,100,115,Slow,216,0,0,0,1,0,2
244,Entei,Fire,,Pressure,,,198,3,35,115,115,85,90,75,100,Slow,217,1,2,0,0,0,0
245,Suicune,Water,,Pressure,,,187,3,35,100,75,115,90,115,85,Slow,215,0,0,1,0,2,0
246,Larvitar,Rock,Ground,Guts,,,72,45,35,50,64,50,45,50,41,Slow,67,0,1,0,0,0,0
247,Pupitar,Rock,Ground,Shed Skin,,,152,45,35,70,84,70,65,70,51,Slow,144,0,2,0,0,0,0
248,Tyranitar,Rock,Dark,Sand Stream,,,202,45,35,100,134,110,95,100,61,Slow,218,0,3,0,0,0,0
249,Lugia,Psychic,Flying,Pressure,,,216,3,0,106,90,130,90,154,110,Slow,220,0,0,0,0,3,0
250,Ho-Oh,Fire,Flying,Pressure,,,199,3,0,106,130,90,110,154,90,Slow,220,0,0,0,0,3,0
251,Celebi,Psychic,Grass,Natural Cure,,,5,45,100,100,100,100,100,100,100,Medium Slow,64,3,0,0,0,0,0
252,Treecko,Grass,,Overgrow,,,5,45,70,40,45,35,65,55,70,Medium Slow,65,0,0,0,0,0,1
253,Grovyle,Grass,,Overgrow,,,21.6,45,70,50,65,45,85,65,95,Medium Slow,141,0,0,0,0,0,2
254,Sceptile,Grass,,Overgrow,,,52.2,45,70,70,85,65,105,85,120,Medium Slow,208,0,0,0,0,0,3
255,Torchic,Fire,,Blaze,,,2.5,45,70,45,60,40,70,50,45,Medium Slow,65,0,0,0,1,0,0
256,Combusken,Fire,Fighting,Blaze,,,19.5,45,70,60,85,60,85,60,55,Medium Slow,142,0,1,0,1,0,0
257,Blaziken,Fire,Fighting,Blaze,,,52,45,70,80,120,70,110,70,80,Medium Slow,209,0,3,0,0,0,0
258,Mudkip,Water,,Torrent,,,7.6,45,70,50,70,50,50,50,40,Medium Slow,65,0,1,0,0,0,0
259,Marshtomp,Water,Ground,Torrent,,,28,45,70,70,85,70,60,70,50,Medium Slow,143,0,2,0,0,0,0
260,Swampert,Water,Ground,Torrent,,,81.9,45,70,100,110,90,85,90,60,Medium Slow,210,0,3,0,0,0,0
261,Poochyena,Dark,,Run Away,Quick Feet,,13.6,255,70,35,55,35,30,30,35,Medium,55,0,1,0,0,0,0
262,Mightyena,Dark,,Intimidate,Quick Feet,,37,127,70,70,90,70,60,60,70,Medium,128,0,2,0,0,0,0
263,Zigzagoon,Normal,,Pickup,Gluttony,,17.5,255,70,38,30,41,30,41,60,Medium,60,0,0,0,0,0,1
264,Linoone,Normal,,Pickup,Gluttony,,32.5,90,70,78,70,61,50,61,100,Medium,128,0,0,0,0,0,2
265,Wurmple,Bug,,Shield Dust,,,3.6,255,70,45,45,35,20,30,20,Medium,54,1,0,0,0,0,0
266,Silcoon,Bug,,Shed Skin,,,10,120,70,50,35,55,25,25,15,Medium,72,0,0,2,0,0,0
267,Beautifly,Bug,Flying,Swarm,,,28.4,45,70,60,70,50,90,50,65,Medium,161,0,0,0,3,0,0
268,Cascoon,Bug,,Shed Skin,,,11.5,120,70,50,35,55,25,25,15,Medium,72,0,0,2,0,0,0
269,Dustox,Bug,Poison,Shield Dust,,,31.6,45,70,60,50,70,50,90,65,Medium,161,0,0,0,0,3,0
270,Lotad,Water,Grass,Swift Swim,Rain Dish,,2.6,255,70,40,30,30,40,50,30,Medium Slow,74,0,0,0,0,1,0
271,Lombre,Water,Grass,Swift Swim,Rain Dish,,32.5,120,70,60,50,50,60,70,50,Medium Slow,141,0,0,0,0,2,0
272,Ludicolo,Water,Grass,Swift Swim,Rain Dish,,55,45,70,80,70,70,90,100,70,Medium Slow,181,0,0,0,0,3,0
273,Seedot,Grass,,Chlorophyll,Early Bird,,4,255,70,40,40,50,30,30,30,Medium Slow,74,0,0,1,0,0,0
274,Nuzleaf,Grass,Dark,Chlorophyll,Early Bird,,28,120,70,70,70,40,60,40,60,Medium Slow,141,0,2,0,0,0,0
275,Shiftry,Grass,Dark,Chlorophyll,Early Bird,,59.6,45,70,90,100,60,90,60,80,Medium Slow,181,0,3,0,0,0,0
276,Taillow,Normal,Flying,Guts,,,2.3,200,70,40,55,30,30,30,85,Medium Slow,59,0,0,0,0,0,1
277,Swellow,Normal,Flying,Guts,,,19.8,45,70,60,85,60,50,50,125,Medium Slow,162,0,0,0,0,0,2
278,Wingull,Water,Flying,Keen Eye,,,9.5,190,70,40,30,30,55,30,85,Medium,64,0,0,0,0,0,1
279,Pelipper,Water,Flying,Keen Eye,,,28,45,70,60,50,100,85,70,65,Medium,164,0,0,2,0,0,0
280,Ralts,Psychic,Fairy,Synchronize,Trace,,6.6,235,35,28,25,25,45,35,40,Slow,70,0,0,0,1,0,0
281,Kirlia,Psychic,Fairy,Synchronize,Trace,,20.2,120,35,38,35,35,65,55,50,Slow,140,0,0,0,2,0,0
282,Gardevoir,Psychic,Fairy,Synchronize,Trace,,48.4,45,35,68,65,65,125,115,80,Slow,208,0,0,0,3,0,0
283,Surskit,Bug,Water,Swift Swim,,,1.7,200,70,40,30,32,50,52,65,Medium,63,0,0,0,0,0,1
284,Masquerain,Bug,Flying,Intimidate,,,3.6,75,70,70,60,62,80,82,60,Medium,128,0,0,0,1,1,0
285,Shroomish,Grass,,Effect Spore,Poison Heal,,4.5,255,70,60,40,60,40,60,35,Fluctuating,65,1,0,0,0,0,0
286,Breloom,Grass,Fighting,Effect Spore,Poison Heal,,39.2,90,70,60,130,80,60,60,70,Fluctuating,165,0,2,0,0,0,0
287,Slakoth,Normal,,Truant,,,24,255,70,60,60,60,35,35,30,Slow,83,1,0,0,0,0,0
288,Vigoroth,Normal,,Vital Spirit,,,46.5,120,70,80,80,80,55,55,90,Slow,126,0,0,0,0,0,2
289,Slaking,Normal,,Truant,,,130.5,45,70,150,160,100,95,65,100,Slow,210,3,0,0,0,0,0
290,Nincada,Bug,Ground,Compoundeyes,,,5.5,255,70,31,45,90,30,30,40,Erratic,65,0,0,1,0,0,0
291,Ninjask,Bug,Flying,Speed Boost,,,12,120,70,61,90,45,50,50,160,Erratic,155,0,0,0,0,0,2
292,Shedinja,Bug,Ghost,Wonder Guard,,,1.2,45,70,1,90,45,30,30,40,Erratic,95,2,0,0,0,0,0
293,Whismur,Normal,,Soundproof,,,16.3,190,70,64,51,23,51,23,28,Medium Slow,68,1,0,0,0,0,0
294,Loudred,Normal,,Soundproof,,,40.5,120,70,84,71,43,71,43,48,Medium Slow,126,2,0,0,0,0,0
295,Exploud,Normal,,Soundproof,,,84,45,70,104,91,63,91,63,68,Medium Slow,184,3,0,0,0,0,0
296,Makuhita,Fighting,,Thick Fat,Guts,,86.4,180,70,72,60,30,20,30,25,Fluctuating,87,1,0,0,0,0,0
297,Hariyama,Fighting,,Thick Fat,Guts,,253.8,200,70,144,120,60,40,60,50,Fluctuating,184,2,0,0,0,0,0
298,Azurill,Normal,Fairy,Thick Fat,Huge Power,,2,150,70,50,20,40,20,40,20,Fast,33,1,0,0,0,0,0
299,Nosepass,Rock,,Sturdy,Magnet Pull,,97,255,70,30,45,135,45,90,30,Medium,108,0,0,1,0,0,0
300,Skitty,Normal,,Cute Charm,Normalize,,11,255,70,50,45,45,35,35,50,Fast,65,0,0,0,0,0,1
301,Delcatty,Normal,,Cute Charm,Normalize,,32.6,60,70,70,65,65,55,55,70,Fast,138,1,0,0,0,0,1
302,Sableye,Dark,Ghost,Keen Eye,Stall,,11,45,35,50,75,75,65,65,50,Medium Slow,98,0,1,1,0,0,0
303,Mawile,Steel,Fairy,Hyper Cutter,Intimidate,,11.5,45,70,50,85,85,55,55,50,Fast,98,0,1,1,0,0,0
304,Aron,Steel,Rock,Sturdy,Rock Head,,60,180,35,50,70,100,40,40,30,Slow,96,0,0,1,0,0,0
305,Lairon,Steel,Rock,Sturdy,Rock Head,,120,90,35,60,90,140,50,50,40,Slow,152,0,0,2,0,0,0
306,Aggron,Steel,Rock,Sturdy,Rock Head,,360,45,35,70,110,180,60,60,50,Slow,205,0,0,3,0,0,0
307,Meditite,Fighting,Psychic,Pure Power,,,11.2,180,70,30,40,55,40,55,60,Medium,91,0,0,0,0,0,1
308,Medicham,Fighting,Psychic,Pure Power,,,31.5,90,70,60,60,75,60,75,80,Medium,153,0,0,0,0,0,2
309,Electrike,Electric,,Static,Lightningrod,,15.2,120,70,40,45,40,65,40,65,Slow,104,0,0,0,0,0,1
310,Manectric,Electric,,Static,Lightningrod,,40.2,45,70,70,75,60,105,60,105,Slow,168,0,0,0,0,0,2
311,Plusle,Electric,,Plus,,,4.2,200,70,60,50,40,85,75,95,Medium,120,0,0,0,0,0,1
312,Minun,Electric,,Minus,,,4.2,200,70,60,40,50,75,85,95,Medium,120,0,0,0,0,0,1
313,Volbeat,Bug,,Illuminate,Swarm,,17.7,150,70,65,73,55,47,75,85,Erratic,146,0,0,0,0,0,1
314,Illumise,Bug,,Oblivious,Tinted Lens,,17.7,150,70,65,47,55,73,75,85,Fluctuating,146,0,0,0,0,0,1
315,Roselia,Grass,Poison,Natural Cure,Poison Point,,2,150,70,50,60,45,100,80,65,Medium Slow,152,0,0,0,2,0,0
316,Gulpin,Poison,,Liquid Ooze,Sticky Hold,,10.3,225,70,70,43,53,43,53,40,Fluctuating,75,1,0,0,0,0,0
317,Swalot,Poison,,Liquid Ooze,Sticky Hold,,80,75,70,100,73,83,73,83,55,Fluctuating,168,2,0,0,0,0,0
318,Carvanha,Water,Dark,Rough Skin,,,20.8,225,35,45,90,20,65,20,65,Slow,88,0,1,0,0,0,0
319,Sharpedo,Water,Dark,Rough Skin,,,88.8,60,35,70,120,40,95,40,95,Slow,175,0,2,0,0,0,0
320,Wailmer,Water,,Water Veil,Oblivious,,130,125,70,130,70,35,70,35,60,Fluctuating,137,1,0,0,0,0,0
321,Wailord,Water,,Water Veil,Oblivious,,398,60,70,170,90,45,90,45,60,Fluctuating,206,2,0,0,0,0,0
322,Numel,Fire,Ground,Oblivious,Simple,,24,255,70,60,60,40,65,45,35,Medium,88,0,0,0,1,0,0
323,Camerupt,Fire,Ground,Magma Armor,Solid Rock,,220,150,70,70,100,70,105,75,40,Medium,175,0,1,0,1,0,0
324,Torkoal,Fire,,White Smoke,,,80.4,90,70,70,85,140,85,70,20,Medium,161,0,0,2,0,0,0
325,Spoink,Psychic,,Thick Fat,Own Tempo,,30.6,255,70,60,25,35,70,80,60,Fast,89,0,0,0,0,1,0
326,Grumpig,Psychic,,Thick Fat,Own Tempo,,71.5,60,70,80,45,65,90,110,80,Fast,164,0,0,0,0,2,0
327,Spinda,Normal,,Own Tempo,Tangled Feet,,5,255,70,60,60,60,60,60,60,Fast,85,0,0,0,1,0,0
328,Trapinch,Ground,,Hyper Cutter,Arena Trap,,15,255,70,45,100,45,45,45,10,Medium Slow,73,0,1,0,0,0,0
329,Vibrava,Ground,Dragon,Levitate,Levitate,,15.3,120,70,50,70,50,50,50,70,Medium Slow,126,0,1,0,0,0,1
330,Flygon,Ground,Dragon,Levitate,Levitate,,82,45,70,80,100,80,80,80,100,Medium Slow,197,0,1,0,0,0,2
331,Cacnea,Grass,,Sand Veil,,,51.3,190,35,50,85,40,85,40,35,Medium Slow,97,0,0,0,1,0,0
332,Cacturne,Grass,Dark,Sand Veil,,,77.4,60,35,70,115,60,115,60,55,Medium Slow,177,0,1,0,1,0,0
333,Swablu,Normal,Flying,Natural Cure,,,1.2,255,70,45,40,60,40,75,50,Erratic,74,0,0,0,0,1,0
334,Altaria,Dragon,Flying,Natural Cure,,,20.6,45,70,75,70,90,70,105,80,Erratic,188,0,0,0,0,2,0
335,Zangoose,Normal,,Immunity,,,40.3,90,70,73,115,60,60,60,90,Erratic,165,0,2,0,0,0,0
336,Seviper,Poison,,Shed Skin,,,52.5,90,70,73,100,60,100,60,65,Fluctuating,165,0,1,0,1,0,0
337,Lunatone,Rock,Psychic,Levitate,,,168,45,70,70,55,65,95,85,70,Fast,150,0,0,0,2,0,0
338,Solrock,Rock,Psychic,Levitate,,,154,45,70,70,95,85,55,65,70,Fast,150,0,2,0,0,0,0
339,Barboach,Water,Ground,Oblivious,Anticipation,,1.9,190,70,50,48,43,46,41,60,Medium,92,1,0,0,0,0,0
340,Whiscash,Water,Ground,Oblivious,Anticipation,,23.6,75,70,110,78,73,76,71,60,Medium,158,2,0,0,0,0,0
341,Corphish,Water,,Hyper Cutter,Shell Armor,,11.5,205,70,43,80,65,50,35,35,Fluctuating,111,0,1,0,0,0,0
342,Crawdaunt,Water,Dark,Hyper Cutter,Shell Armor,,32.8,155,70,63,120,85,90,55,55,Fluctuating,161,0,2,0,0,0,0
343,Baltoy,Ground,Psychic,Levitate,,,21.5,255,70,40,40,55,40,70,55,Medium,58,0,0,0,0,1,0
344,Claydol,Ground,Psychic,Levitate,,,108,90,70,60,70,105,70,120,75,Medium,189,0,0,0,0,2,0
345,Lileep,Rock,Grass,Suction Cups,,,23.8,45,70,66,41,77,61,87,23,Erratic,99,0,0,0,0,1,0
346,Cradily,Rock,Grass,Suction Cups,,,60.4,45,70,86,81,97,81,107,43,Erratic,199,0,0,0,0,2,0
347,Anorith,Rock,Bug,Battle Armor,,,12.5,45,70,45,95,50,40,50,75,Erratic,99,0,1,0,0,0,0
348,Armaldo,Rock,Bug,Battle Armor,,,68.2,45,70,75,125,100,70,80,45,Erratic,199,0,2,0,0,0,0
349,Feebas,Water,,Swift Swim,,,7.4,255,70,20,15,20,10,55,80,Erratic,61,0,0,0,0,0,1
350,Milotic,Water,,Marvel Scale,,,162,60,70,95,60,79,100,125,81,Erratic,213,0,0,0,0,2,0
351,Castform,Normal,,Forecast,,,0.8,45,70,70,70,70,70,70,70,Medium,145,1,0,0,0,0,0
352,Kecleon,Normal,,Color Change,,,22,200,70,60,90,70,60,120,40,Medium Slow,132,0,0,0,0,1,0
353,Shuppet,Ghost,,Insomnia,Frisk,,2.3,225,35,44,75,35,63,33,45,Fast,97,0,1,0,0,0,0
354,Banette,Ghost,,Insomnia,Frisk,,12.5,45,35,64,115,65,83,63,65,Fast,179,0,2,0,0,0,0
355,Duskull,Ghost,,Levitate,,,15,190,35,20,40,90,30,90,25,Fast,97,0,0,0,0,1,0
356,Dusclops,Ghost,,Pressure,,,30.6,90,35,40,70,130,60,130,25,Fast,179,0,0,1,0,1,0
357,Tropius,Grass,Flying,Chlorophyll,Solar Power,,100,200,70,99,68,83,72,87,51,Slow,169,2,0,0,0,0,0
358,Chimecho,Psychic,,Levitate,,,1,45,70,65,50,70,95,80,65,Fast,147,0,0,0,1,1,0
359,Absol,Dark,,Pressure,Super Luck,,47,30,35,65,130,60,75,60,75,Medium Slow,174,0,2,0,0,0,0
360,Wynaut,Psychic,,Shadow Tag,,,14,125,70,95,23,48,23,48,23,Medium,44,1,0,0,0,0,0
361,Snorunt,Ice,,Inner Focus,Ice Body,,16.8,190,70,50,50,50,50,50,50,Medium,74,1,0,0,0,0,0
362,Glalie,Ice,,Inner Focus,Ice Body,,256.5,75,70,80,80,80,80,80,80,Medium,187,2,0,0,0,0,0
363,Spheal,Ice,Water,Thick Fat,Ice Body,,39.5,255,70,70,40,50,55,50,25,Medium Slow,75,1,0,0,0,0,0
364,Sealeo,Ice,Water,Thick Fat,Ice Body,,87.6,120,70,90,60,70,75,70,45,Medium Slow,128,2,0,0,0,0,0
365,Walrein,Ice,Water,Thick Fat,Ice Body,,150.6,45,70,110,80,90,95,90,65,Medium Slow,192,3,0,0,0,0,0
366,Clamperl,Water,,Shell Armor,,,52.5,255,70,35,64,85,74,55,32,Erratic,142,0,0,1,0,0,0
367,Huntail,Water,,Swift Swim,,,27,60,70,55,104,105,94,75,52,Erratic,178,0,1,1,0,0,0
368,Gorebyss,Water,,Swift Swim,,,22.6,60,70,55,84,105,114,75,52,Erratic,178,0,0,0,2,0,0
369,Relicanth,Water,Rock,Swift Swim,Rock Head,,23.4,25,70,100,90,130,45,65,55,Slow,198,1,0,1,0,0,0
370,Luvdisc,Water,,Swift Swim,,,8.7,225,70,43,30,55,40,65,97,Fast,110,0,0,0,0,0,1
371,Bagon,Dragon,,Rock Head,,,42.1,45,35,45,75,60,40,30,50,Slow,89,0,1,0,0,0,0
372,Shelgon,Dragon,,Rock Head,,,110.5,45,35,65,95,100,60,50,50,Slow,144,0,0,2,0,0,0
373,Salamence,Dragon,Flying,Intimidate,,,102.6,45,35,95,135,80,110,80,100,Slow,218,0,3,0,0,0,0
374,Beldum,Steel,Psychic,Clear Body,,,95.2,3,35,40,55,80,35,60,30,Slow,103,0,0,1,0,0,0
375,Metang,Steel,Psychic,Clear Body,,,202.5,3,35,60,75,100,55,80,50,Slow,153,0,0,2,0,0,0
376,Metagross,Steel,Psychic,Clear Body,,,550,3,35,80,135,130,95,90,70,Slow,210,0,0,3,0,0,0
377,Regirock,Rock,,Clear Body,,,230,3,35,80,100,200,50,100,50,Slow,217,0,0,3,0,0,0
378,Regice,Ice,,Clear Body,,,175,3,35,80,50,100,100,200,50,Slow,216,0,0,0,0,3,0
379,Registeel,Steel,,Clear Body,,,205,3,35,80,75,150,75,150,50,Slow,215,0,0,2,0,1,0
380,Latias,Dragon,Psychic,Levitate,,,40,3,90,80,80,90,110,130,110,Slow,211,0,0,0,0,3,0
381,Latios,Dragon,Psychic,Levitate,,,60,3,90,80,90,80,130,110,110,Slow,211,0,0,0,3,0,0
382,Kyogre,Water,,Drizzle,,,352,5,0,100,100,90,150,140,90,Slow,218,0,0,0,3,0,0
383,Groudon,Ground,,Drought,,,950,5,0,100,150,140,100,90,90,Slow,218,0,3,0,0,0,0
384,Rayquaza,Dragon,Flying,Air Lock,,,206.5,3,0,105,150,90,150,90,95,Slow,220,0,2,0,1,0,0
385,Jirachi,Steel,Psychic,Serene Grace,,,1.1,3,100,100,100,100,100,100,100,Slow,215,3,0,0,0,0,0
386,Deoxys,Psychic,,Pressure,,,60.8,3,0,50,150,50,150,50,150,Slow,215,0,1,0,1,0,1
387,Turtwig,Grass,,Overgrow,,,10.2,45,70,55,68,64,45,55,31,Medium Slow,64,0,1,0,0,0,0
388,Grotle,Grass,,Overgrow,,,97,45,70,75,89,85,55,65,36,Medium Slow,141,0,1,1,0,0,0
389,Torterra,Grass,Ground,Overgrow,,,310,45,70,95,109,105,75,85,56,Medium Slow,208,0,2,1,0,0,0
390,Chimchar,Fire,,Blaze,,,6.2,45,70,44,58,44,58,44,61,Medium Slow,65,0,0,0,0,0,1
391,Monferno,Fire,Fighting,Blaze,,,22,45,70,64,78,52,78,52,81,Medium Slow,142,0,0,0,1,0,1
392,Infernape,Fire,Fighting,Blaze,,,55,45,70,76,104,71,104,71,108,Medium Slow,209,0,1,0,1,0,1
393,Piplup,Water,,Torrent,,,5.2,45,70,53,51,53,61,56,40,Medium Slow,66,0,0,0,1,0,0
394,Prinplup,Water,,Torrent,,,23,45,70,64,66,68,81,76,50,Medium Slow,143,0,0,0,2,0,0
395,Empoleon,Water,Steel,Torrent,,,84.5,45,70,84,86,88,111,101,60,Medium Slow,210,0,0,0,3,0,0
396,Starly,Normal,Flying,Keen Eye,,,2,255,70,40,55,30,30,30,60,Medium Slow,56,0,0,0,0,0,1
397,Staravia,Normal,Flying,Intimidate,,,15.5,120,70,55,75,50,40,40,80,Medium Slow,113,0,0,0,0,0,2
398,Staraptor,Normal,Flying,Intimidate,,,24.9,45,70,85,120,70,50,50,100,Medium Slow,172,0,3,0,0,0,0
399,Bidoof,Normal,,Simple,Unaware,,20,255,70,59,45,40,35,40,31,Medium,58,1,0,0,0,0,0
400,Bibarel,Normal,Water,Simple,Unaware,,31.5,127,70,79,85,60,55,60,71,Medium,116,0,2,0,0,0,0
401,Kricketot,Bug,,Shed Skin,,,2.2,255,70,37,25,41,25,41,25,Medium Slow,54,0,0,1,0,0,0
402,Kricketune,Bug,,Swarm,,,25.5,45,70,77,85,51,55,51,65,Medium Slow,159,0,2,0,0,0,0
403,Shinx,Electric,,Rivalry,Intimidate,,9.5,235,70,45,65,34,40,34,45,Medium Slow,60,0,1,0,0,0,0
404,Luxio,Electric,,Rivalry,Intimidate,,30.5,120,100,60,85,49,60,49,60,Medium Slow,117,0,2,0,0,0,0
405,Luxray,Electric,,Rivalry,Intimidate,,42,45,70,80,120,79,95,79,70,Medium Slow,194,0,3,0,0,0,0
406,Budew,Grass,Poison,Natural Cure,Poison Point,,1.2,255,70,40,30,35,50,70,55,Medium Slow,68,0,0,0,1,0,0
407,Roserade,Grass,Poison,Natural Cure,Poison Point,,14.5,75,70,60,70,55,125,105,90,Medium Slow,204,0,0,0,3,0,0
408,Cranidos,Rock,,Mold Breaker,,,31.5,45,70,67,125,40,30,30,58,Erratic,99,0,1,0,0,0,0
409,Rampardos,Rock,,Mold Breaker,,,102.5,45,70,97,165,60,65,50,58,Erratic,199,0,2,0,0,0,0
410,Shieldon,Rock,Steel,Sturdy,,,57,45,70,30,42,118,42,88,30,Erratic,99,0,0,1,0,0,0
411,Bastiodon,Rock,Steel,Sturdy,,,149.5,45,70,60,52,168,47,138,30,Erratic,199,0,0,2,0,0,0
412,Burmy,Bug,,Shed Skin,,,3.4,120,70,40,29,45,29,45,36,Medium,61,0,0,0,0,1,0
413,Wormadam,Bug,Grass,Anticipation,,,6.5,45,70,60,59,85,79,105,36,Medium,159,0,0,0,0,2,0
414,Mothim,Bug,Flying,Swarm,,,23.3,45,70,70,94,50,94,50,66,Medium,159,0,1,0,1,0,0
415,Combee,Bug,Flying,Honey Gather,,,5.5,120,70,30,30,42,30,42,70,Medium Slow,63,0,0,0,0,0,1
416,Vespiquen,Bug,Flying,Pressure,,,38.5,45,70,70,80,102,80,102,40,Medium Slow,188,0,0,1,0,1,0
417,Pachirisu,Electric,,Run Away,Pickup,,3.9,200,100,60,45,70,45,90,95,Medium,120,0,0,0,0,0,1
418,Buizel,Water,,Swift Swim,,,29.5,190,70,55,65,35,60,30,85,Medium,75,0,0,0,0,0,1
419,Floatzel,Water,,Swift Swim,,,33.5,75,70,85,105,55,85,50,115,Medium,178,0,0,0,0,0,2
420,Cherubi,Grass,,Chlorophyll,,,3.3,190,70,45,35,45,62,53,35,Medium,68,0,0,0,1,0,0
421,Cherrim,Grass,,Flower Gift,,,9.3,75,70,70,60,70,87,78,85,Medium,133,0,0,0,2,0,0
422,Shellos,Water,,Sticky Hold,Storm Drain,,6.3,190,70,76,48,48,57,62,34,Medium,73,1,0,0,0,0,0
423,Gastrodon,Water,Ground,Sticky Hold,Storm Drain,,29.9,75,70,111,83,68,92,82,39,Medium,176,2,0,0,0,0,0
424,Ambipom,Normal,,Technician,Pickup,,20.3,45,100,75,100,66,60,66,115,Fast,186,0,0,0,0,0,2
425,Drifloon,Ghost,Flying,Aftermath,Unburden,,1.2,125,70,90,50,34,60,44,70,Fluctuating,127,1,0,0,0,0,0
426,Drifblim,Ghost,Flying,Aftermath,Unburden,,15,60,70,150,80,44,90,54,80,Fluctuating,204,2,0,0,0,0,0
427,Buneary,Normal,,Run Away,Klutz,,5.5,190,0,55,66,44,44,56,85,Medium,84,0,0,0,0,0,1
428,Lopunny,Normal,,Cute Charm,Klutz,,33.3,60,140,65,76,84,54,96,105,Medium,178,0,0,0,0,0,2
429,Mismagius,Ghost,,Levitate,,,4.4,45,35,60,60,60,105,105,105,Fast,187,0,0,0,1,1,0
430,Honchkrow,Dark,Flying,Insomnia,Super Luck,,27.3,30,35,100,125,52,105,52,71,Medium Slow,187,0,2,0,0,0,0
431,Glameow,Normal,,Limber,Own Tempo,,3.9,190,70,49,55,42,42,37,85,Fast,71,0,0,0,0,0,1
432,Purugly,Normal,,Thick Fat,Own Tempo,,43.8,75,70,71,82,64,64,59,112,Fast,183,0,0,0,0,0,2
433,Chingling,Psychic,,Levitate,,,0.6,120,70,45,30,50,65,50,45,Fast,74,0,0,0,1,0,0
434,Stunky,Poison,Dark,Stench,Aftermath,,19.2,225,70,63,63,47,41,41,74,Medium,79,0,0,0,0,0,1
435,Skuntank,Poison,Dark,Stench,Aftermath,,38,60,70,103,93,67,71,61,84,Medium,209,2,0,0,0,0,0
